,Description,Platform,Price,Product
3390,Manage your business accounting.,Windows,Free to try,CS Accounting Software
3391,"Automate your entire company and control inventory, invoicing, billing, and POS.",Windows,Free to try,ManageMore Business Software
3392,mapping and geographic information system (GIS) components,Windows,Free to try,MapObjects Professional
3393,Fill out UB-04 forms on your PC.,Windows,Free to try,UB-04/CMS 1450 Fill & Print NPI
3394,Perform multiple replacement operations to your MS Word files.,Windows,Free,Batch Replacer for MS Word
3395,"Make styled text lists and tables using data stored in FileMaker Pro, tab-separated text, CSV, Excel, or Works format.",Mac,Free to try,FM Style Maker
3396,Create work crews and work schedules.,Windows,Free to try,Schedule Crew Assignments for 100 People
3397,Use Weighbridge interface to manage inventory and connect to any truck scale.,Windows,Free to try,Weighbridge Software Smartweigh
3398,Excel update,Windows,Free,Microsoft Excel 2000 Analysis ToolPak for Leap Year
3399,Provide intelligent info manager.,Mac,Free to try,DevonThink Pro
3400,Assign 50 school buses and 50 drivers to 100 daily routes.,Windows,Free to try,School Bus Driver and Route Schedules
3401,"Integrate audio, video and slides with text notes.",Mac,Free to try,Pear Note
3402,"Keep track of comparative product information, places to buy, manufacturers, and product images.",Windows,Free to try,Product Scope
3403,Merge Word document via drag & drop.,Windows,Free to try,Doc Merge
3404,Daily get free automatic buy sell signals with 95% accuracy.,Android,Free,SureShot Buy Sell Signals
3405,Manage multiple projects with this tool.,Windows,Free to try,Diary Project Manager
3406,Compute and create patterns for lady's and men's garments.,Windows,Free to try,Cutter
3407,Fill out HCFA 1500 forms on your computer.,Windows,Free to try,HCFA 1500 Claim Generator
3408,Write compelling and effective press releases.,Windows,Free to try,Press Release Template
3409,"See live cameras located in Boca Raton, Florida and Gdansk, Poland.",Android,Free,CMS Mobile
3410,Create a comprehensive employee handbook & business policies from professionally-written templates.,Windows,Free to try,Office Policy Manual
3411,Edit and convert PDF documents into Microsoft Word files.,Windows,Free to try,PDF Conversion Series - PDF2Word
3412,WiseView app lets you view the live video and search & playback anywhere with your smartphone if you use Hanwha Techwin's security system.,Android,Free,WiseView
3413,Add Web content to your e-mail messages.,Windows,Free to try,eStationery
3414,Print your envelopes and labels.,Windows,Free to try,DelMar Envelopes Easy
3415,Convert Word to PDF or convert PDF to Word online.,Android,Free,Word to PDF Converter
3416,i-Smart Viewer is free application to realtime view of DVR system.,Android,Free,i-Smart Viewer
3417,Convert Word and RTF files into PDF documents.,Windows,Free,EZ Word to Pdf Converter Free
3418,Get a collection of free PowerPoint templates and backgrounds for presentations.,Windows,Free,PowerPoint Presentations
3419,Find good combinations of keywords for your Web site.,Windows,Free,SOLOBIS Good Keywords
3420,Create a MS Visio diagram of your Microsoft Access.,Windows,Free to try,GraphicalAccess
3421,Get a shopping cart for your online purchases.,Windows,Free,e-cart Shopping Cart & Storefront Software Script
3422,Create and print professional bar codes.,Windows,Free to try,QK BarCode Generator
3423,"Manage and track inventory, accounting, customer, suppliers, retail billing.",Windows,Free,InventoryPlus
3424,Illustrate your project in Microsoft Excel.,Windows,Free to try,EasyEx Projectplanner
3425,Fill out PDF forms and save locally directly to PDF.,Windows,Free to try,Aloaha PDF Saver
3426,Create and manage database accounts with advanced query properties.,Windows,Free,Visual Data Manager
3427,Print professional personalized documents with variable data from any data file.,Windows,Free to try,SmartVizor Variable Data Batch Publishing Software
3428,Generate QR codes quickly and easily.,Windows,Free,Quantum QR Generator
3429,Design corporate labels and envelopes and print them out.,Mac,Free to try,SOHO Labels & Envelopes
3430,Build your own eCommerce service.,Windows,Free,Freeway
3431,Evaluate and present business or portfolio performances.,Windows,Free to try,SMART Financial Analysis
3432,"Collaborate in real time chat rooms with file sharing, and chat history.",Webware,Free to try,HipChat
3433,"Hosted by Emirates and under its signature theme ""Innovating better, together"", the World Passenger Symposium 2016 will take place on 18-20 October 2016 at the JW Marriott Marquis Hotel, Dubai, UAE.",Windows,Free,WPS App for Windows 10
3434,"Plan, schedule and track multiple concurrent projects.
",Windows,Free to try,Multi Project Planner
3435,Calculate target points for any stock or index given start-end point.,Windows,Free to try,Wave Calculator
3436,Find do-follow high-ranking URLs and target them in link-building campaign.,Windows,Free to try,URL Scraper
3437,Map text files into XLS or CSV file formats.,Windows,Free to try,TXL Wizard
3438,Create professional and beautiful medical invoices.,Windows,Free,Medical Invoice Template
3439,Record your phone calls automatically or manually.,Android,Free to try,Boldbeast Call Recorder
3440,"outliner, checklist, idea keeper, project planner",Mac,$24.95,Ultrasoft BrainForest
3441,Let your employees punch in and out on the Web.,Windows,Free,Free Internet Time Clock
3442,"Document management software with tight integration to Windows, MS Office.",Windows,Free to try,M-Files
3443,Manage your daycare using various options.,Windows,Free to try,MapleSoft DayCare
3444,Handle payments and create invoices using an Excel spreadsheet with built-in computations.,Windows,Free to try,Excel Invoice Manager Express
3445,"Citrix Receiver provides remote access to your XenApp apps, docs and desktops.",Android,Free,Citrix Receiver
3446,"Listen to texts, time, date, clipboard contents, and reminders read by your computer.",Windows,Free,eSamvaad
3447,Generate report card and mark analysis reports.,Windows,Free to try,Students Mark Analysis & Rank Card Software
3448,Build new and unique articles for your Websites.,Windows,Free,Xtreme Article Rewriter
3449,Retrieve addresses from CSV or Outlook 2002 files and print them on envelopes and postcards.,Windows,Free,Simple Mail Merge Utility
3450,Manage multiple BitCoin wallets and transactions.,Windows,Free,MultiBit
3451,"Organize and track personal and shared projects, issues, contacts.",Windows,Free,Golden Rules Organizer
3452,Manage simple and complex public libraries.,Windows,Free to try,Papyrus Library Administration System
3453,Create dialog box functionality with your document templates.,Windows,Free,AT Template
3454,Implement a complete shopping cart system in your .NET project.,Windows,Free to try,XSE .NET (Xtreme Shop E-Commerce)
3455,Split large Adobe Acrobat PDF files to small ones.,Windows,Free to try,A-PDF Size Splitter
3456,Take your finances with you with this open source financial management suite.,Windows,Free,GnuCash Portable
3457,"Enter orders, print invoices and labels, and manage inventory and customers.",Windows,Free to try,Mailware Home Office
3458,Fill in the IRS Form W-2 in PDF format.,Windows,Free,IRS Form W-2
3459,View Microsoft Project files (MPP and XML).,Windows,Free,Pr0ject
3460,"Manage retail store, customized reports, ledger, accounts, customers, suppliers and bank account.",Windows,Free to try,Retail Management System
3461,Process TIFF images and extract texts.,Windows,Free to try,Tiff to Text
3462,"Make an ISBN barcode (book), save it as a bitmap or vector barcode image, and print on labels.",Windows,Free to try,ISBN Barcode Generator 2
3463,Compare and merge Excel files and spreadsheets.,Windows,Free to try,Synkronizer
3464,Mikogo is a free desktop sharing tool for web conferencing with up to 25 people.,Mac,Free,Mikogo
3465,Manage information and receipts for property management operations.,Windows,Free,Property Management
3466,Track your employee's working hours.,Windows,Free to try,TimeSheet Management System
3467,Compress any files attached to e-mail messages.,Windows,Free,bxAutoZip for Outlook
3468,Optimize layouts and reduce scrap generated by 2-dimensional rectangular cutting.,Windows,Free to try,Plus 2D Light
3469,"Create fake credit card number like visa, mastercard, amex, jcb & discover.",Webware,Free,Credit Card Generator
3470,"Combine Internet Explorer with Excel, Word, and PowerPoint applications.",Windows,Free to try,Research-Desk Professional
3471,"Create books with embedded illustrations, tables of contents, indexes, and bibliographies.",Windows,Free,SSuite QT Writer Express
3472,"Set up, customize, and share company information.",Windows,Free,MyIntranet Dashboard
3473,"Take care of your accounting, project tracking, and inventory needs with one program.",Windows,Free to try,CheckMark Multiledger
3474,Manage your inventory with various features.,Windows,Free to try,Inventory Manager
3475,Keep track of the candidates' details for interview.,Windows,Free to try,Human Resources Staff Interview And Recruitment
3476,"Create invoices, quotations, and purchase orders.",Windows,Free to try,Invoice Quotations and Purchase Orders Maker Lite
3477,Convert PDF slideshow pages to video file.,Windows,Free to try,A-PDF to Video
3478,Get alerts with sound signal when you accidentally activate the Num Lock and Caps Lock key.,Windows,Free,FirstCap
3479,Manage processing of your Bill of Lading and Sea Waybills.,Windows,Free to try,eLading Bill of Lading Software
3480,Edit your text files in an equivalent replacement for Windows notepad.,Windows,Free,NotePads+ 16-bit
3481,Spin the text associated with more than articles.,Windows,Free,Spin Wizard
3482,Boost your productivity with a powerful and compatible office suite.,Windows,Free,SoftMaker FreeOffice
3483,Optimize the design and operation of a wide range of systems in industry and commerce.,Windows,Free to try,ROSIM Systems SimKit
3484,Manage your computer files and documents.,Windows,Free to try,The Virtual Filing Cabinet
3485,"Manage, organize, and track investigation details.",Windows,Free to try,Investigator Report
3486,"Insert, modify, and manage tables.",Windows,Free,FrontPage 2000/2003 Add-in: FrontFX Tools Plus
3487,"Make a ITF-14 barcode, save it as a bitmap or vector barcode image, and print on labels.",Windows,Free to try,ITF-14 Barcode Generator 2
