,Description,Platform,Price,Product
3404,Create customized navigation options for Windows 8 Start menu.,Windows,Free,Win+X Menu Editor for Windows 8
3405,Monitor and display your PC CPU usage on the desktop.,Windows,Free,Aleksander Heintz's CPU-Meter
3406,Display time on your desktop with different time zones.,Windows,Free,World Clock Portable
3407,Display online stopwatch and countdown timer with large display that adjusts to your monitor.,Webware,Free,Online Stopwatch
3408,Display online stopwatch and countdown timer with large display that adjusts to your monitor.,Webware,Free,Online Stopwatch
3409,Embrace Rasta culture with these weed wallpapers!,Android,Free,Rasta Weed Live Wallpaper
3410,simple alarm clock app,Mac,Free,DNB Alarm Clock
3411,Show/hide your desktop icons with a double click on the desktop.,Windows,Free,ShowHide
3412,Watch live stream NASA TV right in your Dashboard.,Mac,Free,NASA TV
3413,Display pictures of various places on your desktop.,Windows,Free,CitiesDailyPhoto
3414,Search and find posters on Shoppin' Fools.,Windows,Free,Poster Find
3415,Play a dice game.,Windows,Free,Add-o-dice
3416,Jesus Live Wallpaper Free Pro: This is a live wallpaper which about our Jesus who always remind you to love the world and others.,Android,Free,Jesus Live Wallpaper Free
3417,Manage and organize online conferences from your desktop.,Windows,Free,Extentrix Widget for Citrix Online GoToMeeting
3418,"Create, edit, import, export, and find icons and manage icon libraries.",Windows,Free to try,Sib Icon Editor
3419,Paint your fingers!,Android,Free,Zebra Paint
3420,Listen to online radio streams from M88 station.,Windows,Free,The Frequency Podcast
3421,Create live previews of any window or screen region.,Windows,Free to try,Sticky Previews
3422,Enhance your Mac desktop right from your Mac OS X Dashboard.,Mac,Free,DeskTop
3423,Get show updates on The Podcast Network.,Windows,Free,The Podcast Network - Latest Shows
3424,Access your desktop icons and run your applications and documents easily.,Windows,Free to try,Tray Master
3425,Set an alarm clock that will play an MP3 file at a specified time.,Windows,Free to try,MP3 Alarm Clock Software
3426,Try this new keyboard theme today. Change the color of your keypad and more.,Android,Free,New Keyboard 2018
3427,"Install advanced clock application with alarms, stopwatch, and timers.",Android,Free,World Clock
3428,Executes a list of programs after a time delay.,Mac,Free,Delay Start
3429,Search and watch videos from The Fan.,Windows,Free,Comcast Fan Google Gadget
3430,view live video from SecuritySpy,Mac,Free,SecuritySpy Widget
3431,Receive weather forecasts and images straight on your desktop.,Windows,Free,Hurricane Monitor
3432,View and track JIRA issues.,Windows,Free,JIRA Issue Tracker
3433,Operate multiple computers from a single source.,Windows,Free to try,KaVoom
3434,App switcher menu similar to the classic Mac OS.,Mac,Free,multiXFinder
3435,Monitor hotel rates and display your reservations.,Windows,Free,Priority Club Rewards
3436,Put an abstract picture on your desktop.,Mac,Free,Digital Abstract Desktop Pictures
3437,Make your computer faster and easier to use by providing additional mouse functionality.,Windows,Free to try,Mouse Enhancer
3438,Add a system-wide popup menu that remembers text and image clippings.,Mac,$4.99,Clipboard History
3439,Avenger 3D Live Wallpaper is a free android app that has a large varities size as well as Full HD (High Definition) wallpapers and backgrounds.,Android,Free,3D Avenger Live Wallpaper
3440,Control the ship and avoid missiles to get a high score.,Windows,Free,Galactic Dodge
3441,Display a desktop screensaver that shows the correct time.,Windows,Free to try,Wire Clock Screensaver
3442,Monitor and view your CPU usage.,Windows,Free,LED CPU Usage Screen
3443,View a digital clock on your desktop.,Windows,Free,Hatra Digital Clock
3444,replacement icon set for Democracy Player,Mac,Free,Makeover Democracy
3445,View RADAR images from Environment Canada RADAR station.,Windows,Free,Weather RADAR for Canada
3446,Get custom build Desktop Widgets or even Dashboard Widgets on your Mac OS X Desktop.,Mac,Free,DesktopWidgets
3447,A simple app with classic telephone ringtones and sounds.,Android,Free,Telephone Ringtones
3448,"View RSS feeds of curat/murdar, ApollinaireOnline, Lumea Clitemnestrei, and DeviantArt.",Windows,Free,Apollinaire Online
3449,View BOINC stats on your desktop.,Windows,Free,BOINC Team Stats
3450,Make your life easier by staying on schedule.,Windows,Free to try,SchedInspector
3451,"Replace your Windows clock with alarms, atomic clock, and alarm synch.",Windows,Free,ASD Clock
3452,Free screensaver,Windows,Free,The Lord of the Rings: Return of the King 3D Screen Saver
3453,Who says your smartphone can't have class?,Android,$1.99,Zapf Chancery FlipFont
3454,"City at Night Live Wallpaper: Beautiful moving clouds, lights, and traffic!",Android,$0.99,City at Night Live Wallpaper
3455,"View, automate, and manage your desktop wallpaper, logon background, and screensavers.",Windows,Free to try,IdleScreen Organizer
3456,Launcher iOS 14 Launcher iOS 14 helps you change your Android device into iOS style.,Android,Free,Launcher iOS 14
3457,widget shows your face using your video input device,Mac,Free,Mirror
3458,Modify PC date and time via Internet Time Servers.,Windows,Free,Cmdtime
3459,Create current date and time on the currently active software window.,Windows,Free,TitleTime
3460,"Track FedEx, DHL, and UPS packages.",Mac,Free,Package Tracker
3461,Celebrate this Christmas and new year 2015 with Snow Christmas Live Wallpaper .,Android,Free,Snow Christmas Live Wallpaper
3462,Search and find camping gears and supplies.,Windows,Free,CampingWorld.com Search
3463,Find and subscribe your favorite magazines.,Windows,Free,All Zines Search
3464,Get collection of bright and neat icons for software and Web design.,Windows,Free to try,Perfect Design Icons
3465,Display the status and customize the behavior of Caps Lock and Num Lock keys.,Windows,Free to try,Caps Lock Commander
3466,Search various Web sites easily.,Windows,Free,Mightee Search Mini Widget
3467,Extract embedded program icons from files easily.,Windows,Free to try,Icon Grabber
3468,Enhance the way you can arrange windows on your Desktop.,Windows,Free,AquaSnap Portable
3469,Notification Sounds Free Want some cool notifications?,Windows,Free,Notification Sounds and Ringtones for Windows 10
3470,"This is not an app. You can use the fonts in this pack with PicSay Pro to add styled text to your photos. After installation, open PicSay Pro...",Android,Free,PicSay Pro Font Pack - B
3471,The Helvetica Neue font is a modern classic.,Android,$1.99,Helvetica Neue FlipFont
3472,Arrange your desktop contents and make more space.,Windows,Free,WindowSlider
3473,Collect notes and put it on your PC.,Windows,Free to try,TK8 Sticky Notes
3474,Add attractive icons to your system.,Windows,Free to try,Standard User Icons
3475,Set and display a countdown timer.,Windows,Free,Countdown!
3476,Enhanced Spotlight search app.,Mac,Free,Spotlaser
3477,Give your homescreen a real 3D depth with gyroscope controlled backgrounds.,Android,$0.99,3D Parallax Background
3478,GPS route navigation with automatic route sequencing,Mac,$29.00,GPSRouteX
3479,"Combine applications in a single window, group applications as tabs.",Windows,Free to try,TaskSpace
3480,"Combine applications in a single window, group applications as tabs.",Windows,Free to try,TaskSpace
3481,"This app has an amazing HD Wallpapers , HD themes and launcher for OPPO A5 2020.",Android,Free,Theme for Oppo A5s 2020
3482,Resize full screen lock  form programs.,Windows,Free,Always On Top
3483,Get a clock with timer and alarm.,Windows,Free,Electronic Clock
3484,Update the modified and accessed time of a file.,Windows,Free,DopeCode Touch
3485,Find out how long your PC has been up.,Windows,Free,System_Up_Time
3486,simple date calculator,Mac,Free,Date Calculator Widget
3487,Look for your favorite books in several German bookstores.,Windows,Free,Findmybook.de
3488,Store various kinds of information.,Windows,Free,Scribbler
3489,"Find contacts through name, phone, or email from data source of Open Contacts.",Windows,Free,Open Contacts (Google Gadget)
3490,"Converts images into icons: crop, resize, make different sizes.",Mac,Free to try,Icon Commander
3491,Chat and discuss radio communication-related matters with other amateur radio operators.,Windows,Free,JT65 EME Logger
3492,Ping IP Addresses and Hostnames easily from your sidebar.,Windows,Free,NetTools Ping
3493,Access Norwegian radio stations.,Windows,Free,MinRadio
3494,Get quick access to the shortcuts on your desktop.,Windows,Free to try,Sinaps Comfort
3495,Display a desktop clock with alpha transparency.,Windows,Free,TheAeroClock (64-Bit)
3496,Replace the home screen on your Android device with one you control and can customize.,Android,$4.99,Nova Launcher Prime
3497,Find thousands of Widgets right from your Mac OS X Dashboard.,Mac,Free,Dashboard Widgets
3498,Keep your computer's clock synchronized with the NIST atomic time server.,Windows,Free to try,TimeSentry
3499,Subscribe to a del.icio.us bookmark feed and easily browse your bookmarks.,Mac,Free,Del.icio.us Widget
3500,Lock screen app combined with a weather forecast.,Mac,$1.99,Lock Screen Plus
3501,Drive the super fast cars to see if you can beat the other ones and become the best driver out there.,Mac,Free,X Speed Race
3502,receive online channels of daily and live broadcasts,Windows,Free,TubeStream.tv
3503,WinPenguins lets you have a number of cute penguins running around your desktop on the tops of your windows.,Windows,Free,WinPenguins
3504,Make navigation and tab bars for iPhone and iPad applications.,Windows,Free to try,High Resolution App Tab Bar Icons
3505,Enjoy Swype typing with Samsung J7 Keyboard.,Android,Free,Keyboard for Samsung J7
3506,Transform data into visually-appealing charts and graphs.,Windows,Free,Trixie tracker
3507,Record WPM speed over time in the background.,Windows,Free to try,Words Per Minute Counter Software
3508,"Reveal today's date, week number, and day of the week in different languages on your desktop.",Windows,Free,Today Is
3509,Read the latest RSS headlines or perform Internet lookups from your desktop.,Windows,Free,BBC News
3510,"Upload files and folders to localhostr.com, take screenshots.",Windows,Free,Localhostr Uploadr
3511,Display your Mouse Cursor prominently with transparent colors.,Windows,Free,Daanav Mouse
3512,Display an animated candle that tells time.,Windows,Free,Candle Clock
3513,Be the one to remove the last sphere from the playing area to win.,Windows,Free,Nim Game
3514,Count the days since you smoked your last cigarette and view how much money you have saved.,Windows,Free,Nichtraucher
3515,Get a collection of blue button icons for any application or website interface.,Windows,Free,Free Blue Button Icons
3516,Shuffle your alarm playlist of music and videos.,Windows,Free to try,SL Shuffle Alarm Clock
3517,Restrict the amount of time that a child or anyone uses their computer for.,Windows,Free to try,Romaco Timeout (64-bit)
3518,Add Metro-style icons to any type of Windows Phone 8 applications.,Windows,Free,Free WP8 Icons
3519,Copy and paste selected text to the Windows clipboard.,Windows,Free,AutoClip Mini
3520,displays all your apps in a simple window for quick launching,Mac,Free,Todos
3521,Net send utility with threads support,Windows,Free,Threaded Net Send
3522,Watch International TV News Channels right from your Mac OS X Dashboard.,Mac,Free,MiniTV
3523,Put a multi-function alarm clock on your desktop.,Windows,Free to try,GetTime
3524,Convert any image to true color icons of any size.,Windows,Free to try,Abonsoft True Color Icon Converter
3525,Organize all your desktop shortcut icons.,Windows,Free to try,XUS Launcher Professional Edition
3526,Add a superbike theme to your Windows 7 desktop.,Windows,Free,MV Agusta F4 Windows 7 Theme
3527,Rename your processor information in system properties for fun.,Windows,Free,Processor Renamer
3528,Provide a replacement for Windows desktop.,Windows,Free,Aero
