,Description,Platform,Price,Product
3683,"Recover deleted, formatted, lost or inaccessible files.",Windows,Free to try,Jihosoft File Recovery
3684,"Monitor your computer's CPU, disk, memory, and network simultaneously.",Windows,Free to try,ClearView
3685,"Deal with ZIP files, open, extract, compress using drag-n-drop method.",Windows,Free,OpenMyZip
3686,Download and convert videos simultaneously from video Web sites.,Windows,Free,DamnVid Portable
3687,Update your PS3 system to the latest version.,Windows,Update,PS3 System Software Update
3688,"Schedule backups, clone your system & sync folders.",Mac,Free to try,Deja Vu
3689,Improve your systems performance and protect your privacy online. ,Windows,Free,Windows 7 Booster
3690,Configure your computer with a variety of settings.,Windows,Free,Switcher
3691,Control oft-used programs with a launch menu.,Windows,Free to try,QuickStart
3692,Compress internet usage and save money by controlling your Internet traffic.,Windows,Free to try,TrafficCompressor
3693,Index your PC disks collection automatically.,Windows,Free,InsideCAT Lite Edition
3694,B1 Free Archiver is a 100% free multiplatform compression tool.,Mac,Free,B1 Free Archiver
3695,Upgrade the version of your Microsoft Forefront Client Security.,Windows,Free,Microsoft Forefront Client Security Installation Tool
3696,Upgrade the version of your Microsoft Forefront Client Security.,Windows,Free,Microsoft Forefront Client Security Installation Tool
3697,"Find individual duplicate files, directories, music, and albums.",Windows,Free to try,NoDupe
3698,Surf through various web pages with Chromium based browser and experience the extreme data protection abilities.,Windows,Free,Iron Portable
3699,ROM Manager is THE MUST HAVE APP for any Android root user.,Android,Free,ROM Manager
3700,Recover lost or deleted files from BlackBerry phones.,Mac,Free to try,BlackBerry Recovery
3701,Create backup copies of important files and folders.,Windows,Free to try,Idem
3702,Clean hard drive and Windows registry securely.,Windows,Free to try,UltraSentry
3703,View InDesign and InCopy documents on your PC without opening them.,Windows,Free to try,ADOView
3704,"Calculate your monthly payments based on interest, taxes, and insurance.",Windows,Free,Mortgage & Loan Calculator
3705,"Recover your lost messages, contacts, call logs on your Samsung phone and tablet.",Windows,Free to try,PhoneRescue for Samsung
3706,Track the charge and discharge characteristics of your laptop battery.,Windows,Free to try,Battery Profiler
3707,Monitor temperature of your AMD64 CPU core with thermal sensor.,Windows,Free,AMD64 CPU Assistant
3708,"View your mobile screen to your PC, Mac, Tablet or Smart TV using Screen Cast.",Android,Free,Screen Cast - View Mobile on PC
3709,Automate repetitive tasks by recording and scheduling macros.,Windows,Free,Macro Toolworks Free
3710,"Get a tool to recover RAID 0, RAID 5, RAID6, RAID 10 and 1E with variety of output options.",Windows,Free,ReclaiMe Free RAID Recovery
3711,Learn everything you want to know about your computer.,Windows,Free to try,SIW - Technician's Version
3712,"OpenVPN Connect is the official full-featured iPhone/iPad VPN client for the OpenVPN Access Server, Private Tunnel VPN, and OpenVPN Community...",iOS,Free,OpenVPN Connect
3713,Boot from a different startup disk.,Mac,Free,QuickBoot
3714,"Manage your contacts, appointments, tasks, diaries, notes, and passwords in cross-platform PIM. ",Windows,Free,Efficcess Free Portable
3715,Compare differences in files down to individual characters in changed lines.,Windows,Free to try,ExamDiff Pro (64 bit)
3716,Assist setting up any TFT or LCD monitor.,Windows,Free,TFT-Setup
3717,Compress PSP and Wii ISO images to CSO image files.,Windows,Free,ISO Compressor
3718,"Monitor your GPU clock speed, temperature, and other hardware information.",Windows,Free,GPU Caps Viewer
3719,"Protect your documents, music, videos, and digital photos with automated online backup.",Windows,Free to try,Norton Online Backup
3720,Merge multiple Excel files into one master file.,Mac,Free to try,Bulk File Merger Standard
3721,Manage your personal finance and budget.,Windows,Free,Finance Explorer Portable
3722,Manipulate files & control on modern Windows systems.,Windows,Free to try,FileBoss
3723,File system change observer that monitors installers & app prefs.,Mac,Free,fseventer
3724,"Browse, view, and convert your files with this multiwindow file manager.",Windows,Free to try,Ac Browser Plus
3725,"Help you change your location, No Sign Up, No Registration, No Logs Kept.",Android,Free,VPN Unlimited Proxy AppVPN
3726,Resolve the most common software issues on Microsoft Surface devices. ,Windows,Free,Software Repair Tool
3727,See the important information about your MacBook's battery.,Mac,Free,Battery Health
3728,Manage programs launched at system startup.,Windows,Free to try,StartupStar
3729,Manage printer operations and control remote printers.,Windows,Free,Remote Queue Manager Personal
3730,Get a a kid-friendly desktop environment.,Linux,Free,Qimo for Kids
3731,Access Android's built-in linux command line shell. Unleash your inner geek.,Android,Free,Terminal Emulator for Android
3732,Hide any window instantly on your desktop using a key press.,Windows,Free,Window Hidie
3733,Get information about fonts installed on your computer.,Windows,Free to try,PPP Font Viewer
3734,Recover your data from various types of storage media.,Windows,Free to try,Flash Drive Recovery
3735,Identify BIOS codes easily.,Windows,Free,Beeping Bios Codes
3736,"A universal media player only for Windows 10 (UWP, PC/Tablet/Phone.), with many unique features.",Windows,Free,ACG Player for Windows 10
3737,Redirect print jobs to a multi-page TIFF file and customize processing of document pages.,Windows,Free to try,NED Image Printer Driver
3738,Record to disk all data received on a serial port.,Windows,Free to try,Serial Logger Service
3739,Update and debrand your Sony Ericsson phone.,Windows,Free to try,WotanClient2
3740,"Stopwatch, alarm clock, countdown timer.",Mac,Free,Apimac Timer
3741,Manage data created by the RED One Digital Cinema Camera.,Mac,$79.00,R3D Data Manager
3742,"View, log, and analyze serial port activities.",Windows,Free,Scanmetender Standard
3743,Split big files and rejoin them again.,Windows,Free,Zipper
3744,Wake up PC from sleep mode or hibernation at a predefined time.,Windows,Free,WakeupOnStandBy
3745,"Measure area, distance, perimeter with best tool ever.",Android,Free,GPS Fields Area Measure
3746,Transfer WhatsApp chat history from iPhone to computer or another iPhone.,Windows,Free to try,Backuptrans iPhone WhatsApp Transfer
3747,Modify attributes of a group of files in an instant.,Windows,Free,Change Attributes
3748,"Introduces Dark Mode, Advanced Photo and Camera Features, Sign In with Apple and an All-New Maps Experience

",iOS,Free,Apple iOS 13
3749,"Recover files from damaged, scratched, or defective CD/DVD discs and digital media.",Windows,Free to try,Multi Data Rescue
3750,Compress and encrypt multiple files into a single archive.,Windows,Free,Astrotite 200X and AstroA2P
3751,Bring back the Start Button while preserving the new modern Start Screen.,Windows,Free,Tweaks.com Start for Windows 8
3752,Get integrated environment for writing LaTeX documents.,Windows,Free,TeXMaker Portable
3753,Clean up your external drives from needless service junk.,Mac,Free,CleanMyDrive
3754,Get access to your cloud storage directly from your PC.,Windows,Free,Space Desk for Windows 10
3755,Control iTunes via keyboard shortcuts and the menu bar.,Mac,Free to try,Synergy
3756,Clone the whole disk including your system and data.,Windows,Free to try,DiskCopy
3757,SpyWare Detection and Removal.,Android,Free,Anti Spy (SpyWare Removal)
3758,"View detailed information about the processor, chipset, BIOS, and cache.",Windows,Free,CrystalCPUID (64-Bit)
3759,"Recover lost MP3, WMA, JPEG, AVI, MOV and other multimedia files from any media.",Windows,Free to try,MediaRescue Pro
3760,"Optimize, clean up, maintain and speed up your PC.",Windows,Free to try,Windows Winset
3761,Connect to company networks easily and more securely and share files across the various PCs.,Windows,$119.99,Windows 7 Professional Upgrade
3762,Create macros working in any Windows application and trigger them using shortcuts.,Windows,Free to try,Macro ToolWorks Standard
3763,Repair XLS files.,Windows,Free to try,Kernel for Excel
3764,"Backup your e-mails, address books, and e-mail account settings.",Windows,Free to try,Backup Xpresso
3765,Replace the standard QWERTY keyboard with a different layout.,Windows,Free to try,Xpert Keyboard
3766,Extract and archive any file or folder quickly and easily.,Windows,Free,SimpleZip
3767,Search and repair errors on your hard drives and Windows registry.,Windows,Free to try,PC Error Eliminator
3768,"AnTuTu Benchmark can run a full test of a key project, through the ''Memory Performance'', ''CPU Integer Performance'', ''CPU Floating point...",Windows,Free,AnTuTu Benchmark for Windows 10
3769,Provide a file archiver and compressor.,Windows,Free,360 Zip
3770,Run a portable version of the the Windows file manager FreeCommander.,Windows,Free,FreeCommander Portable
3771,Analyze directories for the space occupied on a hard drive.,Windows,Free,Directory Analyzer
3772,Scan the PCI bus and detect connected devices.,Windows,Free,PCISniffer
3773,Manage files and perform related operations with a multi-threaded user interface.,Windows,Free to try,Directory Opus (64-bit)
3774,Transfer serial port data as keystrokes into your Windows applications.,Windows,Free to try,UniWedge Software Wedge
3775,Locate digital photos on your hard drive and back them up on CDs.,Windows,Free to try,Photo Backup (for Windows 2000/XP)
3776,HIDClass driver,Windows,Free,Microsoft SideWinder Dual Strike
3777,"Chat with AOL, MSN, and Yahoo users in a customizable interface.",Windows,Free,Miranda IM Portable
3778,Copy files to another location with a double-click.,Windows,Free,CB Backup Copy
3779,Customize your startup programs and boost up your computer speed.,Windows,Free to try,Chameleon Startup Manager
3780,"Snipping Tool is a free application that help you capture device's screen easily, conveniently.",Android,Free,Snipping Tool - Screenshot Touch
3781,Share and access your files between Windows and Macintosh systems.,Windows,Free to try,MacDrive Pro
3782,Uninstall apps on your Mac.,Mac,Free to try,App Uninstaller
3783,"Recover lost, deleted, and formatted media files.",Windows,Free to try,Nucleus Kernel Digital Media
3784,Sort and manage the content of multiple ASCII text files.,Windows,Free to try,ASCII Key
3785,"Move all of your programs, files and settings from your old PC to your new PC.",Windows,Free to try,PCmover Home
3786,"Recover, migrate, or backup your hard drive data.",Windows,Free,HDD Raw Copy Tool Portable
3787,Monitor your system's memory condition and optymize it.,Windows,Free,MKN MemoryMonitor
3788,Monitor and debug RS-232 serial communications.,Windows,Free to try,Simple RS 232 Monitor
3789,"Recover lost data or deleted files from your iPhone, iPad or iPod touch easily.",Mac,Free to try,Fone Rescue
3790,Re-organize your files without copying or moving.,Windows,Free to try,Virtual Disk
3791,Print any file to a PDF document.,Windows,Free,Print To PDF Pro
3792,Customize your PC system hardware registers.,Windows,Free to try,HWDirect
