,Description,Platform,Price,Product
2117,Monitor SNMP Devices Using Vendor Supplied MIB Data Files.,Windows,Free,Paessler MIB Importer and Converter
2118,Detect and upload new files to your FTP server automatically.,Windows,Free to try,FTPUpload
2119,Display network details on your Windows 8 device.,Windows,$2.49,What's IP Pro for Windows 8
2120,Growl plugin that provides network event notifications.,Mac,Free,NetGrowler
2121,"Scan your Windows computers, generate inventory with details and relationships between devices.",Windows,Free,ServiceTonic Network Discovery Tool
2122,Monitor and manage internal IT and production applications.,Windows,Free,ManageEngine Applications Manager Free Edition (64-bit)
2123,Monitor your serial port with support of RS232.,Windows,Free,SUDT AccessPort
2124,Troubleshoot your Wake-On-LAN configuration in remote computers.,Windows,Free,Wake-On-LAN Listener
2125,"Determine file size, type, and modification date on the Web.",Windows,Free,InternetFileSize
2126,"Route Ip:Port directly/reversely with Qos, Switch, Secure, Firewall, Quota, RemoteCmd.",Windows,Free to try,Magic Router
2127,"Monitor networks, devices, servers, and applications.",Linux,Free,Zenoss for Ubuntu and Debian (64-bit)
2128,"Manage remote connections, desktop sharing.",Windows,Free to try,RemDesk
2129,Scan your important data from a remote desktop over a remote desktop session.,Windows,Free to try,Scanner for Remote Desktop
2130,Check the network activities on different computers.,Windows,Free,Network Check Suite
2131,Restore deleted objects and incorrect modifications in Active Directory.,Windows,Free to try,NetWrix AD Object Restore Wizard
2132,Recover FTP passwords stored in computers.,Windows,Free,SpotFTP Password Recover
2133,Watch and listen various UK TV and radio stations online.,Windows,Free,iRtv
2134,Tunnel TCP over HTTP .,Windows,Free,HHT
2135,"Access, control, and support Macs and PCs across any operation system.",Mac,Free to try,CrossTec Remote Control
2136,Project your particular screen to other networked computers.,Windows,Free to try,TightProjector
2137,Enable IT administrators to manage roles and features that are installed on remote computers.,Windows,Free,Remote Server Administration Tools for Windows 7 with Service Pack 1
2138,Access to Windows apps from a Mac.,Mac,Free to try,HOBLink JWT
2139,Replace old Windows command line version of ping command with a program with graphical interface.,Windows,Free,X-Ping.CGI
2140,Connect or mount a remote filesystem and manage bookmarks.,Linux,Free,Gigolo for Linux
2141,"Connect endpoints for serial port, TCP/IP, and UDP.",Windows,Free,Comm Tunnel
2142,Send and receive Dicom image's according to Dicom standard.,Windows,Free to try,Fadonics Dicom PACS (Dicom Server Only)
2143,Converts IPv6 addresses into other formats.,Windows,Free,IPv6 Address Converter
2144,"Check the bandwidth usage, signal to noise ratio margin, and other statistics of your sky router.",Windows,Free,Sky Router Tool
2145,"Manage, interact, query, and document Windows and Active Directory.",Windows,Free to try,DSRazor
2146,Set up a proxy server on your Windows PC.,Windows,Free,WProxy
2147,Ensure reliable delivery of network services.,Windows,Free to try,PathView
2148,Enable deployment of faceless indexing and search services on a file server.,Mac,$390.00,FoxTrot Search Server
2149,Access and manage remote computers.,Windows,Free to try,RemoteNet
2150,Set up a DNS server in Mac OS X.,Mac,Free,Bind
2151,Create a virtual desktop with limited user privileges on top of your regular desktop.,Windows,Free,Syfort iDesk
2152,Insert a new security virtual ownership label on your computer.,Windows,Free to try,Retriever
2153,Find information on users in your Active Directory environment.,Windows,Free,Active Directory User Query
2154,Share network connection with other devices via a Wi-Fi access point.,Windows,Free,Seraphinite Wi-Fi Hotspot
2155,Ping any IP range with an incredible speed and get a response if the IP addresses are available.,Windows,Free,SterJo Fast IP Scanner
2156,View the HTML code of a Web site.,Windows,Free,WinHtmlDump
2157,RADIUS/802.1X server for protecting Wi-Fi networks.,Mac,$750.00,Elektron
2158,Allow reporting and auditing of your data on your Active Directory systems.,Windows,Free to try,Active Directory Reports (64-bit)
2159,Display information about the amounts of Internet traffic made by programs running on your machine.,Windows,Free to try,Network Traffic Monitor Pro
2160,Deliver successful and immediate network scanning results with multi-threaded ping sweeps and ARP pings.,Windows,Free to try,Slitheris Network Discovery
2161,Local IP address mapping tool.,Mac,Free to try,Hostal
2162,802.11 wireless scanner that can be remotely managed.,Mac,$19.99,WLANController Client
2163,"Help your customers by connecting easily and directly to their PC, Mac or Linux computer.",Windows,Free to try,SimpleHelp
2164,Establish remote access and VPN solution for your network.,Windows,Free,NeoRouter Portable
2165,Find and connect easily to WiFi locations worldwide.,iOS,Free,Wiffinity
2166,Get a Win32 based mail server on your computer.,Windows,Free,ArGoSoft Mail Server .NET Web Interface
2167,Generate RSS feed from any Web page.,Windows,Free to try,Feed Builder
2168,View and monitor log files remotely.,Windows,Free,LogzMon
2169,Analyze logs from your servers and generate reports.,Windows,Free to try,WebReporter Professional
2170,Take control over customer's desktop to diagnose problems remotely.,Windows,Free to try,NTRsupport Pro
2171,Access your PC from anywhere.,Windows,Free to try,Remote Desktop Anywhere
2172,Ensure your online privacy.,Windows,Free,MxTunnel
2173,Back up or synchronize your data in local network.,Windows,Free,Magic Mirror Sync
2174,Monitor 4D Server applications remotely.,Mac,Free to try,ServitorX 4D
2175,Wake up computers remotely.,Mac,Free,WakeOnCommand
2176,Perform Internet usage monitoring within your network. ,Windows,Free to try,ProxyInspector Enterprise edition
2177,Display the network and broadcast addresses.,Windows,Free,Subnet Calculator
2178,Get a client for an APC UPS in a network environment.,Mac,Free to try,APC Tracker
2179,Monitor the account status of users by evaluating the last logon time.,Windows,Free,Lepide Last Logon Reporter
2180,Manage network usage for each application or connection.,Windows,Free to try,NetPeeker Personal
2181,serial port monitoring tool,Windows,Free to try,SimpleTerm Standard - RS232 Monitor / RS232 Terminal  
2182,"Add images, page title, meta-tags, and text content to your Web pages.",Windows,Free,TinyCMS
2183,Let people view your desktop via Web browser.,Windows,Free to try,XL Screen Streamer
2184,Turn any existing Windows XP/7/8/ or Windows embedded machine into a Thin Client.,Windows,Free,SuperThinClient
2185,Collect vital system information from your network of Windows based computers.,Windows,Free to try,QueryShark(32 bit)
2186,"Assemble and write real-time data to HDD, MS Excel, and DB.",Windows,Free to try,SNMP Data Logger
2187,Monitor your servers to check whether they are up or down.,Windows,Free to try,Simple Failover
2188,Perform an inventory of your windows computers and SNMP network devices.,Windows,Free to try,Network Inventory Explorer
2189,Set up SPAN ports on Cisco switches quickly and remotely.,Windows,Free,SPAN Port Configurator
2190,Resets your network preferences to default to try to fix flaky connections.,Mac,Free,Wireless Fix
2191,Allow you to connect to a running instance of iTunes and play music and video on your Windows 8 device.,Windows,Free,rtRemote for iTunes
2192,Keep track of your search results.,Windows,Free,Search Donkey Standard
2193,Perform Google searches.,Windows,Free,Gbt
2194,Determine and match transmission speed on selected adapter.,Windows,Free to try,Analogue TCP/IP Gauge
2195,Access your files from any computer or iPhone.,Mac,Free to try,Searchlight
2196,"Launch Telnet, SSH, FTP, SFTP and custom commands with a click.",Mac,Free to try,TelnetLauncher
2197,Monitor your internet gateway.,Mac,$4.99,iNetwork Scan
2198,Monitor and manage computers of your network remotely.,Windows,Free to try,Shadow Nanny
2199,"SMB/CIFS file system for Unix, mounts files from Windows.",Mac,Free to try,Sharity
2200,Develop embedded communication with protocols and services.,Windows,Free,FNET
2201,Access and browse remote computers.,Windows,Free to try,ProRad
2202,Boost ICMP tunneling with autoit scripting.,Windows,Free,Ptunnel GUI Portable
2203,Menu bar item for connecting to remote SSH servers.,Mac,Free,Shuttle
2204,Monitors and records all Internet and network activity.,Mac,Free to try,Meter
2205,Control your computer or network using any Internet-connected computer or PDA.,Windows,Free to try,webtopc
2206,Allow local or Internet delivery of email messages and protect the server from unwanted sources.,Windows,Free to try,Laptop Mail Server
2207,command line utility to relay TCP connections for servers,Mac,Free,TCPRelay
2208,Contribute compute cycles to an Xgrid network.,Mac,Free to try,Apple Xgrid
2209,Eliminate the need of using command line tools and scripts to manage Active Directory.,Windows,Free,ManageEngine ADManager Plus (64-Bit)
2210,Monitor and manage your device remotely.,Windows,Free,PC Monitor for Windows 8
2211,Tracks the performance health of all the virtual desktop VMs running on a single ESX(i) host.,Windows,Free,Xangati for ESX(i)-VMware View/Citrix XenDesktop Performance Management
2212,Get reports on state of your company's hardware/software environment.,Windows,Free,MAPILab Reports for Hardware and Software Inventory
2213,View how many bytes were uploaded or downloaded within your network.,Windows,Free,Samoila Network Traffic Monitor
2214,Gather network inventory for medium to large scale networks.,Windows,Free,JDisc Discovery
2215,"Access home computers securely from anywhere, share photos and videos.",Mac,Free,NeoRouter
2216,Hide your web server from hackers.,Windows,Free to try,ServerMask
2217,Bandwidth performance measurement app for wireless networks.,Mac,$4.99,WiFiPerf
2218,"Integrate IBM host systems, programs, messages, and data with Microsoft windows networks.",Windows,Free,Microsoft Host Integration Server 2009
2219,Take control of your network with a flexible packet sniffer.,Windows,Free to try,LayerView
2220,View statistics and usage of your network computer memory.,Windows,Free,RemoteMemoryInfo
2221,Create reports for your IP filter that encompass Internet traffic and threats.,Windows,Free to try,SA Report Series for Ipfilter
2222,Control computer desktop remotely in real-time mode.,Windows,Free to try,LiteManager
2223,Add a network connection manager to your PC.,Windows,Free,AutoPuTTY
2224,Create an e-Commerce site.,Mac,Free to try,4DBK Designer
2225,Monitor your DNS server.,Windows,Free to try,DNS Watcher
2226,Diagnose network issues by simply hitting a button.,Windows,Free,NetTest
2227,network monitor for small & medium sized networks,Windows,Free to try,N-View
